class	chr	start	end	linkedGene	ATAC_x	ATAC_y	ATAC_x_pred	ATAC_y_pred	training	ChIP_NHR-23	ChIP_GRH-1	ChIP_BLMP-1	ChIP_LIN-14	ChIP_NHR-43	ChIP_NHR-21	ChIP_HLH-11	ChIP_NHR-25	ChIP_HAM-2	TFCluster	Vec_x_NHR-23	Vec_x_GRH-1	Vec_x_BLMP-1	Vec_x_LIN-14	Vec_x_NHR-43	Vec_x_NHR-21	Vec_x_HLH-11	Vec_x_NHR-25	Vec_x_HAM-2	Vec_y_NHR-23	Vec_y_GRH-1	Vec_y_BLMP-1	Vec_y_LIN-14	Vec_y_NHR-43	Vec_y_NHR-21	Vec_y_HLH-11	Vec_y_NHR-25	Vec_y_HAM-2
ce_ATAC_peaks_peak_131	osc	chrI	290378	290547	NA	0.227999949177603	-0.110421060120827	0.223089426472477	0.0486553018719247	FALSE	0.401807868441449	0.281339553410713	1.16892120893121	0.636727872628745	-0.299147259761192	0.48069899698876	-0.425306321250062	0.563426004457284	-0.186495231573462	70	0.0577319509858441	-0.0463438291684003	-0.111557670214909	0.170782325260893	0.0204598532586503	-0.00063213743727376	0.0792866306689917	0.0440311203600842	0.00933118275859647	0.0464748598930443	-0.0204651354316057	0.105463298747525	0.00803610391275098	0.00296184782337141	0.0823470338886497	-0.00364677861764943	-0.160347910988991	-0.01216801735517
ce_ATAC_peaks_peak_135	osc	chrI	298340	298719	NA	0.218791462870639	-0.260796448620896	0.294880103999534	-0.24484646501773	FALSE	0.0494112065022099	0.177041961428695	0.745832239804541	0.971296322328691	-0.433892018351808	-0.0957895371887657	-0.0587628764272315	1.04750247318997	-0.0996579322152563	80	0.00709942630790636	-0.0291633448501007	-0.0711795683131097	0.260519841482371	0.02967557527575	0.000125966879347497	0.0109547172180263	0.0818611620862989	0.00498632791304409	0.00571511680008604	-0.0128783445974483	0.0672910438454289	0.0122586720510307	0.00429595153624151	-0.0164094044599094	-0.000503860842313715	-0.298113384904207	-0.00650225444663944
ce_ATAC_peaks_peak_137	osc	chrI	300731	300810	NA	0.0189013859694505	-0.516586218129126	0.144744528773579	-0.02791531109149	TRUE	0.37719532752207	0.370883706671492	0.354443290236	0.370086560191862	-0.314199165231125	0.512813674803959	-0.046749317031347	0.535708534423754	-0.296006877798407	85	0.0541956090732124	-0.0610940443138992	-0.0338268031924827	0.0992641378120162	0.0214893120523687	-0.000674369458268484	0.00871512048680013	0.0418650306704559	0.0148105356433763	0.0436280654903443	-0.0269787351063556	0.0319788522285378	0.00467084005940548	0.00311087627674686	0.0878484983787723	-0.000400850871998663	-0.152459672990361	-0.0193131845565817
ce_ATAC_peaks_peak_201	osc	chrI	516609	516954	NA	0.351153900724188	-0.0659838400748809	-0.00042357218063882	-0.0161295287573892	TRUE	0.654617389001459	1.00095439269244	1.75635797972396	1.69467127534709	0.981712871331745	1.70848763772136	1.35894558822182	1.94318880563874	0.912346145649601	5	0.0940557465011925	-0.164882821551148	-0.167620540019563	0.454542534413866	-0.0671431899647354	-0.00224672612942509	-0.253337915683715	0.151858060342571	-0.0456487200896826	0.0757159175488535	-0.0728111883273198	0.158463466064228	0.0213883435170176	-0.00971990896206377	0.292675645847186	0.0116522456076137	-0.553020739505089	0.0595266894521851
ce_ATAC_peaks_peak_203	osc	chrI	521414	521609	WBGene00022038	-0.174814585457435	-0.254774776383237	-0.0876336316758459	0.000649569362560276	FALSE	0.00290152826119272	0.213018765475603	0.373005561005707	0.297277353896289	-0.210485944237502	-0.115799290026358	0.422458322952654	0.275635571052837	1.08787207845221	74	0.000416892999156459	-0.0350896457934342	-0.035598320096398	0.0797353468071215	0.014395958483944	0.000152280464269607	-0.0787556999541864	0.021540615641691	-0.0544310602280099	0.000335603481180434	-0.0154953607911915	0.0336535915460047	0.00375191947692723	0.00208401486374236	-0.0198372123091928	0.00362235852611737	-0.0784443523425105	0.0709790069114829
ce_ATAC_peaks_peak_205	osc	chrI	526202	526347	NA	-0.586095082345666	0.208913103709896	-0.304698193178256	0.398745903215792	FALSE	1.18434082513472	-0.0589667329472358	1.48586805851582	0.349815573394686	1.15635079738384	0.612549204630377	1.72959789162539	0.186156439711666	0.975699045966412	29	0.170166668792289	0.00971333097389256	-0.141805946875013	0.0938270799897131	-0.0790873620199074	-0.00080552546779743	-0.322435812465952	0.0145479202910496	-0.0488185463965308	0.136986052879572	0.00428934417892823	0.134059118576469	0.00441500116288667	-0.011448993699689	0.104933878431501	0.0148303946900486	-0.0529790886270263	0.0636601956231011
ce_ATAC_peaks_peak_206	osc	chrI	527282	527735	NA	-0.286626984908817	0.332496339627701	-0.272826502797132	0.225794771361168	FALSE	0.986432857132567	0.846994062436702	2.16264424318989	0.728370637912587	0.960172247601367	0.966656829367313	0.772624437745022	1.4388737723835	3.30721010903651	17	0.141731155190412	-0.139521612444279	-0.20639505163444	0.195362629063046	-0.0656699423041179	-0.00127119044280785	-0.144034512022476	0.112446397137478	-0.165474375339947	0.114095149522469	-0.0616118423001413	0.195119734470976	0.0091927217024393	-0.00950663590864916	0.165594942334498	0.00662484928688689	-0.409495482553709	0.215781334806398
ce_ATAC_peaks_peak_207	osc	chrI	527908	528279	NA	-0.183839418102422	0.334331226033356	-0.202029899501846	0.322852361953482	FALSE	0.783137186172669	0.411368359892652	2.54685335654741	1.50719511447734	1.28077093731419	1.63948063074815	1.63947471475497	1.56151229105378	2.69067835290064	5	0.112521533793459	-0.0677629034560916	-0.243062598800164	0.404257921377946	-0.0875969429113648	-0.00215597929447175	-0.305634832367093	0.122030462007815	-0.134626559851882	0.0905810808175136	-0.0299236602014172	0.229784141442079	0.0190222182464323	-0.0126808736805735	0.28085427243602	0.0140576357209373	-0.44439772369983	0.175555270872321
ce_ATAC_peaks_peak_208	osc	chrI	529314	530699	NA	0.208174365633759	0.424969750121485	0.00946923465174615	0.458315803513306	FALSE	2.42446685880901	0.532957944304972	2.27885942448349	1.17930063088898	1.65859760531935	1.93394513916544	1.22686985349363	1.83934948055111	2.97710379169016	1	0.348348583621531	-0.0877918217519674	-0.217486213955441	0.316310487702319	-0.113437989193258	-0.00254321130636491	-0.228716038517744	0.143743131700881	-0.148957693648208	0.28042446758331	-0.0387683010700909	0.205604988986095	0.0148838818301933	-0.0164217239064325	0.331298061596267	0.0105197654603602	-0.523468644421465	0.194243307455069
ce_ATAC_peaks_peak_209	osc	chrI	531626	531713	WBGene00302974	-0.478097428667968	0.63968240767364	-0.424343990700228	0.493157731168432	FALSE	0.914894395841092	0.31798556899546	2.74590870146121	-0.0591272844277553	1.173939760547	2.10801071308901	0.832594696583849	0.966118960811486	1.25357052547075	13	0.131452474096131	-0.0523803663896092	-0.262059730816199	-0.0158590436433148	-0.0802903401303448	-0.00277211414682622	-0.155214312383078	0.0755011304219544	-0.0627216877089413	0.105820697410862	-0.0231308312531803	0.247743464232647	-0.000746241875321941	-0.0116231414832982	0.361116687814591	0.00713906280006849	-0.274952089373649	0.0817901228957118
ce_ATAC_peaks_peak_210	flat	chrI	532721	532821	NA	0.0159582704108801	0.136115722860423	-0.0428000787482553	0.0802983011820543	TRUE	1.19044418820139	0.52131090504264	0.396401786776158	0.126445415961886	1.28795833579451	1.73843933307227	0.548710608959843	1.4074390571351	0.826980547040025	34	0.171043602981708	-0.0858732561206956	-0.0378311724211154	0.0339150256881292	-0.0880885172561748	-0.00228611374633242	-0.102291955757641	0.109989808837262	-0.0413775009533951	0.137691994613616	-0.0379210748873832	0.0357644636297183	0.00159585993583983	-0.0127520358919929	0.297806576611624	0.0047049056551775	-0.400549337216541	0.053956948731996
ce_ATAC_peaks_peak_211	osc	chrI	533136	533348	NA	0.0868861583522661	0.238921176581476	-0.0980288199148523	0.292426969201018	FALSE	1.24543298144658	0.30106067830521	1.46933963957017	0.477897602949371	1.81745003164713	2.3067547108585	0.899956129970083	1.36398654979805	0.536019479186934	11	0.178944419679788	-0.0495924034695937	-0.140228533533699	0.128181076055844	-0.124302529069175	-0.00303347005189478	-0.167771993337667	0.106594043350101	-0.0268194295385551	0.144052239552747	-0.0218996848468467	0.132567878985835	0.00603151669974873	-0.0179945168965198	0.395162897234647	0.00771665175808142	-0.388182995010804	0.0349729817241285
ce_ATAC_peaks_peak_215	osc	chrI	537234	537511	NA	-0.0488232756757746	-0.249879461172584	-0.106847661826725	-0.160637396502689	FALSE	0.344784611173262	0.548252406258089	-0.0473400841401691	0.032047694356998	0.0778184940365053	0.0638774862581498	0.616516689339537	0.64902057271034	0.191276909898286	86	0.0495388215022688	-0.0903112113059243	0.00451796875110495	0.00859579106996271	-0.00532231172723115	-8.4001320401467e-05	-0.114932528877682	0.0507202413930228	-0.00957043131184528	0.0398792999243869	-0.0398808472138148	-0.00427115309249336	0.000404472009296005	-0.000770478517383248	0.0109426513443393	0.00528630722792746	-0.184707649628678	0.0124800014437304
ce_ATAC_peaks_peak_220	osc	chrI	545195	546027	NA	-0.0107491969179799	-0.266445228660519	-0.0462128159237472	-0.180737778081143	FALSE	1.26978645175276	1.26347661493032	0.737981737199078	0.963756819176599	0.132502457373149	-0.205389611175376	1.43920932820651	1.10007266121572	0.349219171564183	44	0.182443538200053	-0.208126954389236	-0.0704303443500316	0.258497605712622	-0.0090623622507168	0.000270095139087823	-0.268300875767575	0.0859694642555317	-0.0174729824734819	0.146869068712363	-0.0919075178933982	0.06658274982589	0.0121635164384288	-0.00131190275744233	-0.0351846485592537	0.0123404650770267	-0.313074568384453	0.0227850594596958
ce_ATAC_peaks_peak_229	osc	chrI	550409	550671	NA	-0.252911356936477	0.0537548254053898	-0.0896085502014152	0.0041807270856891	TRUE	-0.66203519299985	0.044986336210598	-0.01722255257699	0.593428696076304	-0.731414544068697	0.280337397285208	0.982874991352009	0.0233644964929575	0.322589417911461	94	-0.0951215402063253	-0.00741040161250497	0.00164365897886266	0.159168676210195	0.0500243066068343	-0.000368654324227789	-0.183229927559192	0.00182590961207963	-0.0161405779071374	-0.0765738932845614	-0.00327238545721876	-0.00155386624328838	0.00748962762818781	0.00724171291778318	0.0480237181669024	0.00842763750077781	-0.00664940591012317	0.0210475817672295
ce_ATAC_peaks_peak_233	osc	chrI	556976	557449	WBGene00002393	-0.143968478629509	0.491136917359566	-0.0033786928639418	0.464163908830317	FALSE	1.73601845592304	0.164546248593056	1.82644815417798	0.156928294978031	0.569482828336469	0.391687083495274	0.0339267339886376	0.0841895077720275	1.08480235258689	39	0.249431980505066	-0.0271049809479343	-0.174309696232406	0.0420911040142293	-0.0389491620628137	-0.000515083390489631	-0.00632470361516369	0.00657931710719865	-0.0542774682416282	0.200795506627863	-0.0119693844018568	0.164787195115623	0.00198058250550247	-0.00563843197795717	0.067098682835583	0.000290903948271439	-0.0239598662320165	0.0707787204093044
ce_ATAC_peaks_peak_235	osc	chrI	571667	571741	NA	-0.319084770632413	-0.470368661464725	-0.0393563991494557	-0.267501878197489	FALSE	0.195267855027499	0.730024537798773	0.0105416445517156	0.326784679504199	-0.186318705847418	0.00392234961303711	0.554814048673701	0.958737456722125	0.360450964849973	66	0.0280561808788998	-0.120253736306665	-0.00100605695015008	0.0876497634616715	0.0127430663547544	-5.15803870615311e-06	-0.103429773716662	0.074924274024795	-0.0180349588573939	0.0225855363142066	-0.0531032727297931	0.000951096275910949	0.00412432964611547	0.00184473577932183	0.000671925380604552	0.00475723944927016	-0.272851354314702	0.0235178860015763
ce_ATAC_peaks_peak_236	osc	chrI	572428	572610	NA	-0.478796262039729	-0.299173851920518	-0.282142292761981	-0.277984135818922	FALSE	-0.163448755086013	0.762675462657975	0.130548552749868	0.0133411999507958	1.0185167482279	0.215549297267342	0.554838131315137	1.00141158547606	0.580123060953159	72	-0.0234843970426079	-0.12563217977656	-0.0124590881604583	0.00357835937032382	-0.0696603513161243	-0.000283455512148538	-0.103434263260789	0.0782592100848304	-0.0290261271484467	-0.0189051996960131	-0.0554783586041752	0.0117784508609481	0.000168378476479692	-0.0100843030158937	0.0369250724422948	0.00475744594528834	-0.284996174299644	0.0378505520717929
ce_ATAC_peaks_peak_237	osc	chrI	572710	572933	NA	-0.72714089190067	-0.481349100728874	-0.295675542295472	-0.282818414768709	FALSE	0.290909735021379	1.53580685759699	0.825134492216054	0.373667028302843	0.855680401572429	0.271937808346965	0.697633963572405	1.20319774684494	0.220977726600384	33	0.0417980529567615	-0.252986719361951	-0.0787478923833967	0.100224486331065	-0.0585233355186028	-0.000357608545770094	-0.13005460687566	0.0940285758718974	-0.0110564947698146	0.0336478955205213	-0.111717300167984	0.0744459120038004	0.0047160289305591	-0.00847206535310426	0.0465848109936378	0.00598184530581204	-0.342423394885875	0.0144178528839239
ce_ATAC_peaks_peak_238	osc	chrI	574207	574326	NA	-0.24221380389803	-0.294890137228782	-0.010802049202217	-0.234554080642052	FALSE	0.438208389713719	0.476682298255858	-0.79779230317066	0.0797204347450331	0.125043228603947	-0.239078776792789	0.543755257264898	0.657391747786619	0.690158745171197	92	0.0629619956788491	-0.078521781705255	0.0761384514003995	0.0213825117476904	-0.00855219636732409	0.000314397671339166	-0.101368167137436	0.0513744394854485	-0.0345316999759282	0.0506851037907669	-0.0346747112995301	-0.0719790242190007	0.00100614677811396	-0.00123804916268861	-0.0409558336046893	0.00466241611363731	-0.187090039552794	0.0450299105141329
ce_ATAC_peaks_peak_239	osc	chrI	575018	575380	WBGene00001725	-0.956335744411739	-0.674621416985944	-0.300921402587387	-0.249429421153687	FALSE	-0.61190467576966	0.477056666478592	-0.153442038543441	0.0922952469782174	1.17174929745159	0.131280579758	0.692627589303401	0.556447128009768	0.157286087883625	81	-0.087918762981344	-0.0785834497385981	0.0146439607752381	0.0247553115970768	-0.0801405257762493	-0.000172638948223094	-0.129121306504082	0.04348572886873	-0.00786971987993508	-0.0707755778516758	-0.034701943504482	-0.0138439643559316	0.0011648527216311	-0.0116014537755234	0.022489263380981	0.0059389182724623	-0.158361761520283	0.0102622454791337
